courseCode,teacherID,hours
I-3309,19920531-0346,99.0
I-3310,19640910-0136,268.0
I-3310,19750701-0238,105.0
I-3310,19930820-0313,135.0
I-3310,19931108-0310,95.0
I-3310,19930409-0321,114.0
I-3311,19680730-0089,248.0
I-3311,19790618-0163,154.0
I-3311,19920921-0311,140.0
I-3311,19910227-0301,106.0
I-3311,19900202-0287,152.0
I-3312,19600503-0067,243.0
I-3312,19750425-0232,93.0
I-3312,19910123-0385,103.0
I-3312,19930904-0283,158.0
I-3313,19570327-0091,268.0
I-3313,19771104-0213,108.0
I-3313,19920531-0346,102.0
I-3313,19900924-0280,96.0
I-3313,19930607-0308,106.0
I-3314,19560725-0061,279.0
I-3314,19750130-0240,120.0
I-3314,19930820-0313,115.0
I-3314,19931216-0360,142.0
I-3314,19920527-0260,109.0
I-3315,19691216-0147,233.0
I-3315,19781125-0171,105.0
I-3315,19930618-0289,112.0
I-3315,19920310-0256,122.0
I-3315,19900223-0251,138.0
I-3316,19560607-0120,221.0
I-3316,19780814-0200,132.0
I-3316,19910113-0338,88.0
I-3316,19921013-0274,105.0
I-3316,19920815-0382,103.0
I-3317,19640301-0074,235.0
I-3317,19790618-0163,108.0
I-3317,19910123-0385,130.0
I-3317,19901025-0328,107.0
I-3317,19910111-0323,127.0
I-3318,19631203-0052,292.0
I-3318,19770421-0176,118.0
I-3318,19920316-0381,120.0
I-3318,19920715-0337,107.0
I-3318,19930409-0321,148.0
I-3319,19590728-0025,248.0
I-3319,19761107-0217,119.0
I-3319,19900705-0286,98.0
I-3319,19910519-0362,135.0
I-3319,19920218-0266,118.0
I-3320,19551006-0084,291.0
I-3320,19761023-0190,88.0
I-3320,19910219-0330,131.0
I-3320,19910519-0362,102.0
I-3321,19680730-0089,277.0
I-3321,19770922-0197,119.0
I-3321,19920508-0370,101.0
I-3321,19911223-0291,133.0
I-3322,19630717-0021,258.0
I-3322,19790227-0208,117.0
I-3322,19930727-0258,90.0
I-3322,19930517-0365,122.0
I-3323,19600803-0124,267.0
I-3323,19750220-0169,102.0
I-3323,19910412-0243,158.0
I-3323,19910607-0284,160.0
I-3324,19561223-0046,251.0
I-3324,19761107-0217,111.0
I-3324,19911026-0348,120.0
I-3324,19930329-0367,103.0
I-3325,19561109-0064,269.0
I-3325,19760902-0214,85.0
I-3325,19910610-0276,120.0
I-3325,19910303-0245,123.0
I-3326,19680624-0027,230.0
I-3326,19790526-0219,105.0
I-3326,19930926-0386,157.0
I-3327,19600219-0015,245.0
I-3327,19761215-0239,88.0
I-3327,19900614-0263,101.0
I-3327,19911030-0363,89.0
I-3328,19631230-0070,291.0
I-3328,19760424-0220,124.0
I-3328,19910819-0292,122.0
I-3328,19920815-0382,108.0
I-3328,19930401-0254,132.0
I-3329,19650421-0108,294.0
I-3329,19770502-0170,119.0
I-3329,19930719-0259,101.0
I-3330,19560321-0031,256.0
I-3330,19750813-0225,134.0
I-3330,19910803-0281,139.0
I-3330,19901221-0339,105.0
I-3330,19920921-0311,105.0
I-3331,19600422-0103,241.0
I-3331,19770922-0197,122.0
I-3331,19930727-0258,98.0
I-3331,19920902-0296,117.0
I-3331,19910607-0284,95.0
I-3332,19600315-0045,285.0
I-3332,19780823-0221,90.0
I-3332,19930401-0254,157.0
I-3332,19910207-0290,122.0
I-3332,19930926-0386,134.0
I-3333,19570315-0106,258.0
I-3333,19790227-0181,109.0
I-3333,19900924-0280,103.0
I-3334,19650728-0047,287.0
I-3334,19751128-0211,132.0
I-3334,19910620-0336,117.0
I-3335,19550523-0044,275.0
I-3335,19750615-0231,132.0
I-3335,19900815-0388,153.0
I-3335,19931213-0380,119.0
I-3336,19580131-0007,237.0
I-3336,19790318-0172,126.0
I-3336,19931213-0380,144.0
I-3337,19680730-0089,229.0
I-3337,19770502-0170,85.0
I-3337,19930409-0321,120.0
I-3337,19920421-0387,97.0
I-3338,19630219-0019,260.0
I-3338,19760106-0153,91.0
I-3338,19931108-0310,157.0
I-3338,19910103-0368,144.0
I-3339,19580526-0034,277.0
I-3339,19770219-0187,117.0
I-3339,19931108-0310,160.0
I-3339,19930913-0358,138.0
I-3339,19930131-0334,129.0
I-3340,19560102-0063,283.0
I-3340,19761107-0217,97.0
I-3340,19920421-0387,147.0
I-3340,19911106-0344,100.0
I-3341,19580320-0116,274.0
I-3341,19771104-0213,121.0
I-3341,19910620-0336,147.0
I-3341,19911222-0246,138.0
I-3342,19680730-0089,277.0
I-3342,19770421-0176,122.0
I-3342,19911026-0348,123.0
I-3343,19550609-0065,273.0
I-3343,19751014-0191,119.0
I-3343,19920218-0266,133.0
I-3343,19931216-0360,106.0
I-3344,19630316-0005,240.0
I-3344,19790813-0198,149.0
I-3344,19900216-0277,123.0
I-3344,19920715-0337,155.0
I-3345,19581225-0125,298.0
I-3345,19790227-0218,98.0
I-3345,19930528-0342,126.0
I-3345,19930329-0367,102.0
I-3345,19930628-0364,86.0
I-3346,19560823-0146,268.0
I-3346,19750220-0169,129.0
I-3346,19910303-0245,122.0
I-3346,19921020-0378,104.0
I-3346,19930329-0367,117.0
I-3347,19570408-0107,247.0
I-3347,19760910-0228,120.0
I-3347,19920715-0337,151.0
I-3347,19910213-0264,102.0
I-3347,19910219-0330,159.0
I-3348,19561112-0009,243.0
I-3348,19771115-0203,98.0
I-3348,19910111-0323,117.0
I-3348,19921222-0299,126.0
I-3348,19920909-0316,100.0
I-3349,19590728-0025,297.0
I-3349,19790711-0182,125.0
I-3349,19900521-0298,101.0
I-3350,19560725-0061,229.0
I-3350,19770219-0187,131.0
I-3350,19931212-0293,120.0
I-3350,19930124-0273,139.0
I-3350,19910413-0350,123.0
I-3351,19670223-0014,255.0
I-3351,19790227-0208,105.0
I-3351,19920309-0349,113.0
I-3352,19681130-0059,240.0
I-3352,19790618-0163,97.0
I-3352,19930913-0358,128.0
I-3352,19921222-0299,153.0
I-3353,19691216-0147,222.0
I-3353,19770619-0167,113.0
I-3353,19920316-0381,132.0
I-3353,19931216-0360,130.0
I-3354,19571206-0122,288.0
I-3354,19790526-0219,109.0
I-3354,19920921-0311,142.0
I-3354,19930205-0247,113.0
I-3355,19681130-0059,270.0
I-3355,19790106-0160,138.0
I-3355,19930131-0334,100.0
I-3355,19910904-0383,132.0
I-3355,19911016-0297,139.0
I-3356,19670320-0110,243.0
I-3356,19760910-0228,86.0
I-3356,19930906-0361,123.0
I-3356,19921231-0282,109.0
I-3356,19931205-0373,138.0
I-3357,19631213-0144,246.0
I-3357,19790903-0229,113.0
I-3357,19900223-0251,95.0
I-3357,19931020-0257,114.0
I-3357,19920902-0296,150.0
I-3358,19631213-0144,285.0
I-3358,19780210-0175,114.0
I-3358,19900801-0261,152.0
I-3358,19910926-0315,96.0
I-3358,19910926-0315,102.0
I-3359,19560807-0056,287.0
I-3359,19780713-0192,134.0
I-3359,19910803-0281,127.0
I-3359,19910819-0292,109.0
I-3359,19901226-0294,124.0
I-3360,19640301-0074,280.0
I-3360,19790214-0226,129.0
I-3360,19900704-0379,151.0
I-3360,19921225-0352,113.0
I-3360,19930820-0313,142.0
I-3361,19590728-0025,241.0
I-3361,19771104-0213,83.0
I-3361,19931205-0373,132.0
I-3361,19920430-0253,124.0
I-3362,19630717-0021,273.0
I-3362,19750518-0196,101.0
I-3362,19921114-0377,109.0
I-3363,19650421-0108,275.0
I-3363,19790106-0160,137.0
I-3363,19920218-0266,112.0
I-3364,19620411-0069,272.0
I-3364,19750330-0155,93.0
I-3364,19900924-0280,151.0
I-3364,19930811-0347,88.0
I-3364,19910926-0315,158.0
I-3365,19580320-0116,276.0
I-3365,19750130-0240,81.0
I-3365,19910721-0295,123.0
I-3366,19580826-0006,280.0
I-3366,19750811-0207,157.0
I-3366,19900521-0332,117.0
I-3367,19670315-0036,275.0
I-3367,19790711-0182,146.0
I-3367,19900508-0265,99.0
I-3367,19900521-0298,125.0
I-3368,19620228-0042,275.0
I-3368,19790526-0219,130.0
I-3368,19910607-0284,130.0
I-3368,19910610-0276,130.0
I-3369,19601225-0079,260.0
I-3369,19790618-0163,103.0
I-3369,19920418-0262,106.0
I-3370,19610623-0072,254.0
I-3370,19760710-0210,144.0
I-3370,19901114-0331,126.0
I-3370,19900801-0261,144.0
I-3370,19930926-0386,157.0
I-3371,19550826-0076,243.0
I-3371,19770212-0168,127.0
I-3371,19920430-0253,130.0
I-3371,19910505-0351,160.0
I-3372,19630523-0038,241.0
I-3372,19770721-0174,145.0
I-3372,19900815-0388,124.0
I-3373,19550828-0055,271.0
I-3373,19751014-0191,124.0
I-3373,19931205-0373,112.0
I-3373,19920724-0267,83.0
I-3374,19640131-0002,229.0
I-3374,19771115-0203,140.0
I-3374,19930904-0283,128.0
I-3375,19570327-0091,257.0
I-3375,19770212-0168,118.0
I-3375,19910213-0264,94.0
I-3376,19580330-0073,263.0
I-3376,19780409-0209,91.0
I-3376,19910505-0351,102.0
I-3376,19900815-0388,89.0
I-3376,19930906-0361,122.0
I-3377,19600422-0103,286.0
I-3377,19771011-0195,105.0
I-3377,19931124-0353,157.0
I-3378,19570327-0091,263.0
I-3378,19750701-0238,108.0
I-3378,19910413-0350,106.0
I-3379,19640308-0078,260.0
I-3379,19790618-0163,152.0
I-3379,19920921-0311,117.0
I-3379,19911106-0344,132.0
I-3380,19550305-0094,266.0
I-3380,19770215-0185,90.0
I-3380,19920527-0260,127.0
I-3380,19900228-0341,121.0
I-3380,19930926-0386,136.0
I-3381,19571206-0122,236.0
I-3381,19770310-0188,132.0
I-3381,19911106-0344,131.0
I-3381,19910219-0330,146.0
I-3382,19620411-0069,240.0
I-3382,19750330-0155,106.0
I-3382,19901221-0339,125.0
I-3382,19920428-0326,108.0
I-3382,19910219-0330,88.0
I-3383,19560123-0039,243.0
I-3383,19790214-0226,134.0
I-3383,19931212-0293,106.0
I-3383,19920715-0325,126.0
I-3383,19930124-0273,102.0
I-3384,19580131-0007,279.0
I-3384,19760710-0210,147.0
I-3384,19910303-0245,112.0
I-3384,19921114-0377,124.0
I-3384,19920418-0262,110.0
I-3385,19630523-0038,252.0
I-3385,19750615-0231,101.0
I-3385,19911223-0291,140.0
I-3385,19911030-0363,138.0
I-3386,19601225-0079,268.0
I-3386,19750322-0237,120.0
I-3386,19921013-0274,100.0
I-3386,19921013-0372,128.0
I-3386,19911106-0344,150.0
I-3387,19610915-0109,258.0
I-3387,19791225-0178,89.0
I-3387,19930926-0386,144.0
I-3387,19901114-0331,120.0
I-3387,19901109-0288,102.0
I-3388,19640919-0143,257.0
I-3388,19750701-0238,123.0
I-3388,19930811-0347,152.0
I-3389,19551006-0084,289.0
I-3389,19770519-0215,89.0
I-3389,19911016-0297,109.0
I-3390,19560321-0031,244.0
I-3390,19790318-0172,137.0
I-3390,19920512-0320,109.0
I-3391,19570315-0106,251.0
I-3391,19780513-0222,108.0
I-3391,19910803-0281,87.0
I-3391,19921121-0307,102.0
I-3392,19590905-0037,255.0
I-3392,19770619-0167,127.0
I-3392,19930401-0254,111.0
I-3392,19900614-0263,158.0
I-3392,19901221-0339,145.0
I-3393,19640131-0002,228.0
I-3393,19770219-0187,123.0
I-3393,19930409-0321,85.0
I-3393,19921130-0317,89.0
I-3394,19631230-0070,248.0
I-3394,19770913-0179,130.0
I-3394,19910519-0362,89.0
I-3395,19610427-0149,244.0
I-3395,19770519-0215,120.0
I-3395,19930329-0367,102.0
I-3395,19901226-0294,106.0
I-3396,19590416-0060,270.0
I-3396,19790227-0181,123.0
I-3396,19930505-0314,109.0
I-3397,19560228-0121,266.0
I-3397,19790526-0219,158.0
I-3397,19931124-0353,128.0
I-3398,19660422-0098,278.0
I-3398,19790526-0219,107.0
I-3398,19900223-0251,82.0
I-3399,19580526-0034,233.0
I-3399,19770421-0176,81.0
I-3399,19931011-0322,139.0
I-3399,19920909-0316,138.0
I-3399,19910113-0338,117.0
I-3400,19600924-0083,295.0
I-3400,19771011-0195,116.0
I-3400,19900614-0263,91.0
I-3400,19920310-0256,104.0
I-3400,19930124-0273,126.0
I-3401,19680210-0129,300.0
I-3401,19750811-0207,131.0
I-3401,19910607-0284,137.0
I-3401,19921121-0307,101.0
I-3401,19910607-0284,92.0
I-3402,19600630-0020,244.0
I-3402,19760710-0210,105.0
I-3402,19931124-0353,120.0
I-3403,19640621-0023,274.0
I-3403,19760106-0153,121.0
I-3403,19921225-0352,110.0
I-3403,19920430-0253,121.0
I-3403,19911016-0297,98.0
I-3404,19670827-0016,258.0
I-3404,19750630-0161,125.0
I-3404,19931011-0322,130.0
I-3404,19920218-0266,82.0
I-3404,19920815-0382,122.0
I-3405,19631230-0070,225.0
I-3405,19761215-0239,81.0
I-3405,19921024-0306,119.0
I-3406,19671219-0097,300.0
I-3406,19760910-0228,136.0
I-3406,19930124-0273,98.0
I-3406,19920909-0316,123.0
I-3406,19911016-0297,133.0
I-3407,19691216-0147,220.0
I-3407,19780814-0200,98.0
I-3407,19900521-0298,88.0
I-3407,19930808-0285,105.0
I-3408,19660217-0133,228.0
I-3408,19770502-0170,105.0
I-3408,19930218-0271,136.0
I-3409,19571206-0122,291.0
I-3409,19750518-0196,85.0
I-3409,19921114-0377,123.0
I-3410,19550826-0076,259.0
I-3410,19760210-0205,136.0
I-3410,19910406-0302,87.0
I-3410,19911106-0344,140.0
I-3410,19930811-0347,94.0
I-3411,19600803-0124,264.0
I-3411,19760210-0205,138.0
I-3411,19900521-0332,145.0
I-3411,19900803-0270,111.0
I-3411,19931020-0257,118.0
I-3412,19681204-0018,227.0
I-3412,19790129-0233,114.0
I-3412,19921230-0327,108.0
I-3412,19911222-0246,135.0
I-3413,19600422-0103,300.0
I-3413,19751107-0152,147.0
I-3413,19910412-0243,123.0
I-3414,19560607-0120,224.0
I-3414,19770421-0176,143.0
I-3414,19921130-0317,86.0
I-3414,19910412-0243,82.0
I-3415,19651010-0130,260.0
I-3415,19791210-0189,148.0
I-3415,19930913-0358,133.0
I-3415,19920418-0262,110.0
I-3416,19620228-0042,254.0
I-3416,19780103-0216,136.0
I-3416,19920924-0318,113.0
I-3416,19910528-0269,120.0
I-3417,19691216-0147,252.0
I-3417,19780603-0204,159.0
I-3417,19930517-0365,106.0
I-3417,19920101-0355,107.0
I-3418,19670320-0110,253.0
I-3418,19750309-0236,115.0
I-3418,19910803-0281,103.0
I-3418,19920127-0376,104.0
I-3419,19601225-0079,286.0
I-3419,19781121-0159,132.0
I-3419,19930501-0333,122.0
I-3420,19660630-0141,244.0
I-3420,19790227-0218,108.0
I-3420,19920803-0357,117.0
I-3421,19660308-0145,228.0
I-3421,19760404-0180,144.0
I-3421,19900216-0277,92.0
I-3421,19900521-0298,113.0
I-3421,19910412-0243,136.0
I-3422,19650628-0022,262.0
I-3422,19751003-0193,128.0
I-3422,19901026-0369,104.0
I-3422,19901114-0331,138.0
I-3422,19930811-0347,87.0
I-3423,19570408-0107,235.0
I-3423,19791210-0189,108.0
I-3423,19931212-0293,145.0
I-3423,19920921-0311,110.0
I-3424,19650628-0022,266.0
I-3424,19771011-0195,115.0
I-3424,19921130-0317,88.0
I-3425,19570327-0091,241.0
I-3425,19790129-0233,88.0
I-3425,19920815-0382,80.0
I-3425,19920715-0337,96.0
I-3425,19910620-0336,155.0
I-3426,19591012-0095,229.0
I-3426,19750730-0223,120.0
I-3426,19911223-0300,120.0
I-3427,19591120-0053,242.0
I-3427,19750330-0155,129.0
I-3427,19911021-0244,125.0
I-3428,19680624-0027,248.0
I-3428,19770219-0187,115.0
I-3428,19900506-0329,112.0
I-3428,19900719-0272,84.0
I-3428,19900830-0305,122.0
I-3429,19581008-0048,249.0
I-3429,19750811-0207,110.0
I-3429,19910528-0269,158.0
I-3429,19900924-0280,115.0
I-3430,19551224-0080,261.0
I-3430,19790618-0163,113.0
I-3430,19930401-0254,80.0
I-3430,19910111-0323,113.0
I-3430,19920427-0252,134.0
I-3431,19640910-0136,274.0
I-3431,19770721-0174,83.0
I-3431,19910904-0383,120.0
I-3431,19910609-0354,147.0
I-3432,19580816-0057,235.0
I-3432,19750701-0238,125.0
I-3432,19911222-0246,97.0
I-3433,19550305-0094,282.0
I-3433,19771104-0213,126.0
I-3433,19911026-0348,136.0
I-3433,19920924-0318,123.0
I-3433,19930811-0347,111.0
I-3434,19600219-0015,276.0
I-3434,19790227-0208,139.0
I-3434,19931213-0380,134.0
I-3434,19930904-0283,138.0
I-3435,19560228-0121,270.0
I-3435,19770222-0184,104.0
I-3435,19910610-0276,128.0
I-3435,19910904-0383,140.0
I-3435,19921013-0274,118.0
I-3436,19601225-0079,293.0
I-3436,19751128-0211,91.0
I-3436,19920531-0346,149.0
I-3437,19570408-0107,253.0
I-3437,19760411-0165,104.0
I-3437,19920715-0325,123.0
I-3438,19600610-0049,248.0
I-3438,19770421-0176,122.0
I-3438,19900521-0332,127.0
I-3438,19910413-0350,89.0
I-3438,19910408-0250,100.0
I-3439,19600808-0086,231.0
I-3439,19750425-0232,132.0
I-3439,19910113-0338,123.0
I-3439,19930607-0308,125.0
I-3440,19550512-0123,276.0
I-3440,19770913-0179,108.0
I-3440,19931205-0373,150.0
I-3441,19580724-0085,262.0
I-3441,19790106-0160,139.0
I-3441,19901109-0288,138.0
I-3441,19920924-0318,155.0
I-3441,19920316-0381,83.0
I-3442,19610301-0035,260.0
I-3442,19780513-0222,128.0
I-3442,19910303-0245,158.0
I-3442,19931216-0360,98.0
I-3442,19920512-0320,152.0
I-3443,19660217-0133,258.0
I-3443,19780326-0162,131.0
I-3443,19920309-0349,140.0
I-3443,19920618-0375,111.0
I-3444,19671219-0097,254.0
I-3444,19751107-0152,101.0
I-3444,19901025-0328,112.0
I-3444,19910103-0368,143.0
I-3444,19930607-0308,105.0
I-3445,19651010-0130,296.0
I-3445,19760404-0180,122.0
I-3445,19920403-0319,114.0
I-3445,19920310-0256,110.0
I-3446,19641017-0004,294.0
I-3446,19790129-0233,125.0
I-3446,19900228-0341,125.0
I-3447,19610904-0043,252.0
I-3447,19750322-0237,101.0
I-3447,19900508-0265,108.0
I-3448,19600219-0015,279.0
I-3448,19770215-0185,141.0
I-3448,19930406-0371,123.0
I-3448,19920921-0311,96.0
I-3449,19600808-0086,295.0
I-3449,19770619-0167,150.0
I-3449,19910702-0389,142.0
I-3449,19900614-0263,119.0
I-3450,19651010-0130,267.0
I-3450,19770905-0199,124.0
I-3450,19901110-0249,107.0
I-3451,19581008-0048,261.0
I-3451,19760323-0201,110.0
I-3451,19910113-0338,113.0
I-3452,19610623-0072,260.0
I-3452,19750811-0207,116.0
I-3452,19901110-0249,117.0
I-3453,19650628-0022,285.0
I-3453,19770219-0187,107.0
I-3453,19920921-0268,148.0
I-3453,19930727-0258,102.0
I-3453,19900803-0270,96.0
I-3454,19630705-0111,241.0
I-3454,19790714-0158,100.0
I-3454,19931209-0335,126.0
I-3454,19930218-0271,137.0
I-3455,19691215-0071,274.0
I-3455,19770421-0177,128.0
I-3455,19921013-0372,80.0
I-3456,19560807-0056,270.0
I-3456,19780409-0209,110.0
I-3456,19930808-0285,150.0
I-3456,19920316-0381,107.0
I-3457,19550523-0044,269.0
I-3457,19761124-0173,133.0
I-3457,19930406-0371,108.0
I-3458,19580318-0148,240.0
I-3458,19751107-0152,141.0
I-3458,19901025-0328,110.0
I-3459,19600315-0045,262.0
I-3459,19750426-0230,99.0
I-3459,19910926-0315,110.0
I-3460,19550928-0032,266.0
I-3460,19780823-0221,134.0
I-3460,19900815-0388,106.0
I-3461,19691215-0071,297.0
I-3461,19760424-0220,102.0
I-3461,19920723-0242,133.0
I-3461,19901025-0328,107.0
I-3462,19640407-0101,260.0
I-3462,19750330-0155,100.0
I-3462,19930218-0271,100.0
I-3463,19640301-0074,250.0
I-3463,19771213-0157,157.0
I-3463,19920921-0268,112.0
I-3464,19630224-0041,297.0
I-3464,19780814-0200,106.0
I-3464,19930811-0347,123.0
I-3464,19900216-0277,138.0
I-3464,19931209-0335,97.0
I-3465,19610623-0072,266.0
I-3465,19760106-0153,92.0
I-3465,19910111-0323,150.0
I-3466,19550609-0065,259.0
I-3466,19791225-0178,117.0
I-3466,19930410-0279,113.0
I-3467,19630219-0019,250.0
I-3467,19750322-0237,160.0
I-3467,19910803-0281,138.0
I-3467,19930618-0289,128.0
I-3468,19580320-0116,231.0
I-3468,19781125-0171,128.0
I-3468,19900202-0287,104.0
I-3468,19920309-0349,113.0
I-3468,19931209-0335,94.0
I-3469,19550928-0032,240.0
I-3469,19750426-0230,127.0
I-3469,19931011-0322,114.0
I-3470,19660308-0145,280.0
I-3470,19780103-0216,144.0
I-3470,19910123-0385,125.0
I-3471,19610904-0043,228.0
I-3471,19750425-0232,92.0
I-3471,19931028-0303,85.0
I-3471,19900719-0272,110.0
I-3471,19930124-0273,136.0
I-3472,19580816-0057,251.0
I-3472,19790318-0172,135.0
I-3472,19920909-0316,107.0
I-3472,19930727-0258,107.0
I-3472,19910803-0281,84.0
I-3473,19620228-0042,258.0
I-3473,19781013-0186,84.0
I-3473,19920924-0318,128.0
I-3473,19931020-0257,111.0
I-3474,19661101-0142,222.0
I-3474,19790727-0212,100.0
I-3474,19901126-0278,121.0
I-3475,19551224-0080,264.0
I-3475,19770421-0177,84.0
I-3475,19930904-0283,81.0
I-3475,19930409-0309,85.0
I-3475,19920715-0325,83.0
I-3476,19590905-0037,270.0
I-3476,19790227-0181,125.0
I-3476,19911030-0363,130.0
I-3477,19550720-0008,259.0
I-3477,19780321-0151,125.0
I-3477,19910519-0362,114.0
I-3477,19900216-0277,118.0
I-3478,19600315-0045,251.0
I-3478,19790214-0226,89.0
I-3478,19930906-0361,133.0
I-3478,19910303-0245,105.0
I-3479,19591012-0095,226.0
I-3479,19790711-0182,114.0
I-3479,19910430-0390,114.0
I-3479,19910609-0354,152.0
I-3480,19651010-0130,292.0
I-3480,19771115-0203,113.0
I-3480,19900216-0277,122.0
I-3481,19580826-0006,277.0
I-3481,19780326-0162,160.0
I-3481,19900508-0265,106.0
I-3482,19690906-0102,225.0
I-3482,19770212-0168,141.0
I-3482,19900515-0374,107.0
I-3482,19911016-0297,152.0
I-3483,19550419-0012,286.0
I-3483,19770721-0174,126.0
I-3483,19920618-0375,109.0
I-3483,19911030-0363,149.0
I-3483,19900704-0379,135.0
I-3484,19580816-0057,284.0
I-3484,19760101-0164,104.0
I-3484,19921231-0282,103.0
I-3485,19561109-0064,220.0
I-3485,19770215-0185,154.0
I-3485,19930401-0254,118.0
I-3485,19920924-0318,116.0
I-3486,19550711-0001,267.0
I-3486,19791225-0178,111.0
I-3486,19920924-0318,125.0
I-3486,19920428-0326,91.0
I-3486,19900803-0270,109.0
I-3487,19681204-0018,274.0
I-3487,19780215-0235,108.0
I-3487,19910512-0312,115.0
I-3487,19910608-0275,142.0
I-3488,19670827-0016,269.0
I-3488,19770421-0177,87.0
I-3488,19910608-0275,106.0
I-3489,19660718-0030,252.0
I-3489,19790618-0163,115.0
I-3489,19911223-0300,88.0
I-3490,19571206-0122,248.0
I-3490,19780725-0206,122.0
I-3490,19911121-0366,97.0
I-3490,19930410-0279,119.0
I-3491,19590416-0060,238.0
I-3491,19780829-0224,137.0
I-3491,19910620-0336,151.0
I-3491,19920512-0320,85.0
I-3491,19920618-0375,131.0
I-3492,19560321-0031,267.0
I-3492,19780409-0209,95.0
I-3492,19920508-0370,119.0
I-3492,19900815-0388,150.0
I-3492,19930820-0313,139.0
I-3493,19560407-0068,228.0
I-3493,19770502-0170,127.0
I-3493,19901226-0294,96.0
I-3493,19921013-0274,139.0
I-3493,19920427-0252,129.0
I-3494,19580816-0057,282.0
I-3494,19791210-0189,103.0
I-3494,19921230-0327,121.0
I-3494,19920715-0325,149.0
I-3494,19900924-0280,106.0
I-3495,19610904-0043,263.0
I-3495,19750426-0230,95.0
I-3495,19910608-0275,131.0
I-3495,19910207-0290,138.0
I-3496,19600208-0140,261.0
I-3496,19750518-0196,147.0
I-3496,19921130-0317,107.0
I-3496,19910213-0264,128.0
I-3497,19581008-0048,260.0
I-3497,19790714-0158,116.0
I-3497,19920310-0256,80.0
I-3498,19650814-0090,266.0
I-3498,19750702-0234,116.0
I-3498,19901026-0369,109.0
I-3499,19600808-0086,269.0
I-3499,19770905-0199,129.0
I-3499,19920902-0296,94.0
I-3499,19921121-0307,101.0
I-3500,19590416-0060,247.0
I-3500,19750426-0230,95.0
I-3500,19911008-0241,121.0
I-3500,19930205-0247,102.0
I-3501,19560123-0039,273.0
I-3501,19770421-0176,87.0
I-3501,19931209-0335,105.0
I-3501,19930421-0304,82.0
I-3502,19631024-0087,250.0
I-3502,19750630-0161,131.0
I-3502,19930406-0371,131.0
I-3502,19921130-0317,100.0
I-3503,19600630-0020,278.0
I-3503,19771011-0195,124.0
I-3503,19900506-0329,103.0
I-3503,19931216-0360,108.0
I-3504,19591024-0134,284.0
I-3504,19770421-0177,114.0
I-3504,19930727-0258,124.0
I-3504,19910528-0269,94.0
I-3504,19910721-0295,153.0
I-3505,19630426-0135,282.0
I-3505,19761107-0217,111.0
I-3505,19930410-0279,104.0
I-3505,19910609-0354,139.0
I-3506,19680307-0062,252.0
I-3506,19791228-0227,96.0
I-3506,19911026-0348,88.0
I-3506,19900803-0270,151.0
I-3507,19580607-0011,272.0
I-3507,19751107-0152,156.0
I-3507,19931011-0322,110.0
I-3507,19910113-0338,117.0
I-3508,19691216-0147,299.0
I-3508,19790227-0208,115.0
I-3508,19930904-0283,116.0
I-3509,19560725-0061,271.0
I-3509,19790510-0202,128.0
I-3509,19910111-0323,122.0
I-3509,19910430-0390,123.0
I-3509,19920921-0311,112.0
I-3510,19561223-0046,274.0
I-3510,19770721-0174,99.0
I-3510,19901114-0331,131.0
I-3511,19570327-0091,295.0
I-3511,19781230-0194,159.0
I-3511,19910219-0330,114.0
I-3512,19581225-0125,262.0
I-3512,19770222-0184,107.0
I-3512,19930607-0308,155.0
I-3512,19910219-0330,115.0
I-3513,19640810-0127,271.0
I-3513,19750426-0230,111.0
I-3513,19920715-0325,139.0
I-3514,19640131-0002,274.0
I-3514,19750322-0237,136.0
I-3514,19930811-0347,157.0
I-3514,19931209-0335,154.0
I-3514,19930501-0333,120.0
I-3515,19610502-0010,222.0
I-3515,19790129-0233,128.0
I-3515,19931222-0324,119.0
I-3515,19930409-0309,110.0
I-3515,19921222-0299,107.0
I-3516,19560807-0056,268.0
I-3516,19780409-0209,129.0
I-3516,19900705-0286,92.0
I-3517,19570327-0091,277.0
I-3517,19761107-0217,108.0
I-3517,19911026-0348,98.0
I-3517,19910721-0295,138.0
I-3517,19930205-0247,148.0
I-3518,19570327-0091,267.0
I-3518,19751014-0191,85.0
I-3518,19910721-0295,112.0
I-3518,19930205-0247,127.0
I-3519,19580816-0057,273.0
I-3519,19780829-0224,117.0
I-3519,19930719-0259,121.0
I-3520,19570727-0040,223.0
I-3520,19770219-0187,116.0
I-3520,19921231-0282,118.0
I-3521,19600803-0124,244.0
I-3521,19770215-0185,124.0
I-3521,19910413-0350,101.0
I-3522,19640131-0002,260.0
I-3522,19750309-0236,129.0
I-3522,19900223-0251,128.0
I-3522,19930124-0273,135.0
I-3523,19650628-0022,276.0
I-3523,19761215-0239,124.0
I-3523,19910803-0281,132.0
I-3524,19640301-0074,269.0
I-3524,19750319-0156,118.0
I-3524,19930618-0289,91.0
I-3524,19920427-0252,114.0
I-3525,19651129-0082,245.0
I-3525,19780210-0175,130.0
I-3525,19900521-0298,159.0
I-3525,19910926-0315,108.0
I-3526,19550512-0123,270.0
I-3526,19780215-0235,131.0
I-3526,19910406-0302,100.0
I-3526,19921231-0282,155.0
I-3527,19600208-0140,258.0
I-3527,19760106-0153,127.0
I-3527,19910123-0385,105.0
I-3527,19921222-0299,99.0
I-3527,19931213-0380,105.0
I-3528,19681228-0077,249.0
I-3528,19791210-0189,104.0
