courseCode,studyPeriod,academicYear,teacherID,hours,courseInstance
1449,4.0,2012-2013,19910406-0302,140.0,I-1469
1449,4.0,2012-2013,19911021-0244,120.0,I-1469
1449,4.0,2012-2013,19931216-0360,120.0,I-1469
1048,2.0,2012-2013,19550609-0065,240.0,I-1470
1048,2.0,2012-2013,19760424-0220,140.0,I-1470
1048,2.0,2012-2013,19910610-0276,100.0,I-1470
1048,2.0,2012-2013,19931212-0293,120.0,I-1470
1930,1.0,2012-2013,19650109-0128,260.0,I-1471
1930,1.0,2012-2013,19770703-0166,100.0,I-1471
1930,1.0,2012-2013,19901221-0339,140.0,I-1471
1808,1.0,2012-2013,19591024-0134,240.0,I-1472
1808,1.0,2012-2013,19760424-0220,120.0,I-1472
1808,1.0,2012-2013,19920715-0337,100.0,I-1472
1808,1.0,2012-2013,19920101-0355,140.0,I-1472
1808,1.0,2012-2013,19910207-0290,120.0,I-1472
1652,2.0,2012-2013,19670320-0110,280.0,I-1473
1652,2.0,2012-2013,19771011-0195,140.0,I-1473
1652,2.0,2012-2013,19910111-0323,120.0,I-1473
1521,4.0,2012-2013,19630717-0021,260.0,I-1474
1521,4.0,2012-2013,19760902-0214,140.0,I-1474
1521,4.0,2012-2013,19920427-0252,100.0,I-1474
1521,4.0,2012-2013,19920316-0381,100.0,I-1474
1521,4.0,2012-2013,19910505-0351,120.0,I-1474
1485,2.0,2012-2013,19581017-0092,260.0,I-1475
1485,2.0,2012-2013,19751128-0211,120.0,I-1475
1485,2.0,2012-2013,19931205-0373,100.0,I-1475
1485,2.0,2012-2013,19920618-0375,140.0,I-1475
1485,2.0,2012-2013,19930628-0364,100.0,I-1475
1465,4.0,2012-2013,19650814-0090,260.0,I-1476
1465,4.0,2012-2013,19781230-0194,100.0,I-1476
1465,4.0,2012-2013,19931213-0380,100.0,I-1476
1465,4.0,2012-2013,19910620-0336,140.0,I-1476
1465,4.0,2012-2013,19900924-0280,100.0,I-1476
1385,4.0,2012-2013,19630316-0005,260.0,I-1477
1385,4.0,2012-2013,19770619-0167,140.0,I-1477
1385,4.0,2012-2013,19920418-0262,100.0,I-1477
1385,4.0,2012-2013,19921121-0307,140.0,I-1477
1385,4.0,2012-2013,19900705-0286,140.0,I-1477
1129,2.0,2012-2013,19680730-0089,280.0,I-1478
1129,2.0,2012-2013,19750702-0234,140.0,I-1478
1129,2.0,2012-2013,19930130-0359,100.0,I-1478
1129,2.0,2012-2013,19900515-0374,140.0,I-1478
1129,2.0,2012-2013,19931028-0303,120.0,I-1478
1090,1.0,2012-2013,19631230-0070,260.0,I-1479
1090,1.0,2012-2013,19790129-0233,120.0,I-1479
1090,1.0,2012-2013,19920408-0343,140.0,I-1479
1055,1.0,2012-2013,19570315-0106,240.0,I-1480
1055,1.0,2012-2013,19780210-0175,120.0,I-1480
1055,1.0,2012-2013,19900924-0280,120.0,I-1480
1055,1.0,2012-2013,19920921-0311,100.0,I-1480
1055,1.0,2012-2013,19931028-0303,120.0,I-1480
1975,2.0,2013-2014,19570327-0091,260.0,I-1481
1975,2.0,2013-2014,19780210-0154,120.0,I-1481
1975,2.0,2013-2014,19930808-0285,100.0,I-1481
1975,2.0,2013-2014,19920924-0318,100.0,I-1481
1975,2.0,2013-2014,19911222-0246,140.0,I-1481
1741,2.0,2013-2014,19660217-0133,260.0,I-1482
1741,2.0,2013-2014,19770502-0170,140.0,I-1482
1741,2.0,2013-2014,19910303-0245,140.0,I-1482
1720,2.0,2013-2014,19630523-0038,280.0,I-1483
1720,2.0,2013-2014,19750130-0240,120.0,I-1483
1720,2.0,2013-2014,19930501-0333,100.0,I-1483
1720,2.0,2013-2014,19921121-0307,120.0,I-1483
1772,3.0,2013-2014,19551209-0013,240.0,I-1484
1772,3.0,2013-2014,19780210-0175,100.0,I-1484
1772,3.0,2013-2014,19930409-0309,120.0,I-1484
1772,3.0,2013-2014,19920618-0375,100.0,I-1484
1749,1.0,2013-2014,19631024-0087,260.0,I-1485
1749,1.0,2013-2014,19780103-0216,120.0,I-1485
1749,1.0,2013-2014,19930218-0271,100.0,I-1485
1749,1.0,2013-2014,19931216-0360,140.0,I-1485
1743,3.0,2013-2014,19590109-0003,280.0,I-1486
1743,3.0,2013-2014,19790227-0218,100.0,I-1486
1743,3.0,2013-2014,19930131-0334,140.0,I-1486
1743,3.0,2013-2014,19900223-0251,100.0,I-1486
1730,1.0,2013-2014,19660422-0098,240.0,I-1487
1730,1.0,2013-2014,19781013-0186,120.0,I-1487
1730,1.0,2013-2014,19930820-0313,120.0,I-1487
1726,1.0,2013-2014,19680813-0126,260.0,I-1488
1726,1.0,2013-2014,19791228-0227,100.0,I-1488
1726,1.0,2013-2014,19900506-0329,120.0,I-1488
1726,1.0,2013-2014,19900521-0298,140.0,I-1488
1726,1.0,2013-2014,19900216-0277,120.0,I-1488
1716,1.0,2013-2014,19610623-0072,260.0,I-1489
1716,1.0,2013-2014,19760101-0164,140.0,I-1489
1716,1.0,2013-2014,19911016-0297,120.0,I-1489
1422,4.0,2013-2014,19670320-0110,260.0,I-1490
1422,4.0,2013-2014,19770519-0215,120.0,I-1490
1422,4.0,2013-2014,19930401-0254,100.0,I-1490
1422,4.0,2013-2014,19900614-0263,140.0,I-1490
1422,4.0,2013-2014,19900704-0379,120.0,I-1490
1366,3.0,2013-2014,19650225-0118,260.0,I-1491
1366,3.0,2013-2014,19780409-0209,120.0,I-1491
1366,3.0,2013-2014,19900309-0255,140.0,I-1491
1366,3.0,2013-2014,19910227-0301,120.0,I-1491
1366,3.0,2013-2014,19901226-0294,140.0,I-1491
1363,2.0,2013-2014,19560728-0119,280.0,I-1492
1363,2.0,2013-2014,19761124-0173,140.0,I-1492
1363,2.0,2013-2014,19930409-0309,140.0,I-1492
1286,4.0,2013-2014,19680313-0150,280.0,I-1493
1286,4.0,2013-2014,19760411-0165,140.0,I-1493
1286,4.0,2013-2014,19920101-0355,120.0,I-1493
1286,4.0,2013-2014,19930409-0309,140.0,I-1493
1286,4.0,2013-2014,19920902-0296,100.0,I-1493
1118,2.0,2013-2014,19630212-0096,240.0,I-1494
1118,2.0,2013-2014,19781121-0159,120.0,I-1494
1118,2.0,2013-2014,19930820-0313,100.0,I-1494
1805,3.0,2014-2015,19560307-0105,280.0,I-1495
1805,3.0,2014-2015,19790813-0198,140.0,I-1495
1805,3.0,2014-2015,19910412-0243,100.0,I-1495
1303,2.0,2014-2015,19630402-0112,260.0,I-1496
1303,2.0,2014-2015,19780326-0162,140.0,I-1496
1303,2.0,2014-2015,19930820-0313,140.0,I-1496
1303,2.0,2014-2015,19921121-0307,120.0,I-1496
1303,2.0,2014-2015,19910909-0340,140.0,I-1496
1333,3.0,2014-2015,19590811-0058,280.0,I-1497
1333,3.0,2014-2015,19750309-0236,140.0,I-1497
1333,3.0,2014-2015,19911030-0363,140.0,I-1497
1201,1.0,2014-2015,19550928-0032,260.0,I-1498
1201,1.0,2014-2015,19750702-0234,140.0,I-1498
1201,1.0,2014-2015,19930808-0285,100.0,I-1498
1201,1.0,2014-2015,19910702-0389,140.0,I-1498
1909,3.0,2014-2015,19550419-0012,260.0,I-1499
1909,3.0,2014-2015,19760323-0201,140.0,I-1499
1909,3.0,2014-2015,19920421-0387,100.0,I-1499
1776,2.0,2014-2015,19630426-0135,280.0,I-1500
1776,2.0,2014-2015,19760424-0220,140.0,I-1500
1776,2.0,2014-2015,19920715-0337,100.0,I-1500
1671,4.0,2014-2015,19590811-0058,240.0,I-1501
1671,4.0,2014-2015,19780326-0162,120.0,I-1501
1671,4.0,2014-2015,19921013-0372,120.0,I-1501
1629,2.0,2014-2015,19690322-0050,280.0,I-1502
1629,2.0,2014-2015,19780326-0162,140.0,I-1502
1629,2.0,2014-2015,19930124-0273,120.0,I-1502
1629,2.0,2014-2015,19930820-0313,140.0,I-1502
1629,2.0,2014-2015,19930218-0271,120.0,I-1502
1599,3.0,2014-2015,19561112-0009,280.0,I-1503
1599,3.0,2014-2015,19770215-0185,100.0,I-1503
1599,3.0,2014-2015,19911016-0297,140.0,I-1503
1599,3.0,2014-2015,19910926-0315,140.0,I-1503
1599,3.0,2014-2015,19910219-0330,120.0,I-1503
1570,4.0,2014-2015,19551006-0084,260.0,I-1504
1570,4.0,2014-2015,19770619-0167,100.0,I-1504
1570,4.0,2014-2015,19921222-0299,140.0,I-1504
1570,4.0,2014-2015,19910113-0338,140.0,I-1504
1557,1.0,2014-2015,19690906-0102,280.0,I-1505
1557,1.0,2014-2015,19750319-0156,120.0,I-1505
1557,1.0,2014-2015,19930719-0259,100.0,I-1505
1557,1.0,2014-2015,19911008-0241,140.0,I-1505
1436,2.0,2014-2015,19630219-0019,260.0,I-1506
1436,2.0,2014-2015,19780103-0216,140.0,I-1506
1436,2.0,2014-2015,19930410-0279,100.0,I-1506
1436,2.0,2014-2015,19911026-0348,120.0,I-1506
1436,2.0,2014-2015,19910505-0351,100.0,I-1506
1359,4.0,2014-2015,19600803-0124,260.0,I-1507
1359,4.0,2014-2015,19750220-0169,140.0,I-1507
1359,4.0,2014-2015,19930820-0313,140.0,I-1507
1324,2.0,2014-2015,19550928-0032,260.0,I-1508
1324,2.0,2014-2015,19751128-0211,140.0,I-1508
1324,2.0,2014-2015,19921230-0327,120.0,I-1508
1324,2.0,2014-2015,19910412-0243,100.0,I-1508
1324,2.0,2014-2015,19920310-0256,100.0,I-1508
1265,4.0,2014-2015,19670827-0016,260.0,I-1509
1265,4.0,2014-2015,19750813-0225,140.0,I-1509
1265,4.0,2014-2015,19910702-0389,140.0,I-1509
1260,2.0,2014-2015,19590416-0060,280.0,I-1510
1260,2.0,2014-2015,19750813-0225,120.0,I-1510
1260,2.0,2014-2015,19900614-0263,120.0,I-1510
1223,4.0,2014-2015,19650421-0108,240.0,I-1511
1223,4.0,2014-2015,19761126-0183,120.0,I-1511
1223,4.0,2014-2015,19920902-0296,100.0,I-1511
1164,2.0,2014-2015,19630509-0113,240.0,I-1512
1164,2.0,2014-2015,19780829-0224,100.0,I-1512
1164,2.0,2014-2015,19910406-0302,140.0,I-1512
1106,1.0,2014-2015,19670622-0114,260.0,I-1513
1106,1.0,2014-2015,19781013-0186,100.0,I-1513
1106,1.0,2014-2015,19931216-0360,140.0,I-1513
1106,1.0,2014-2015,19910730-0248,120.0,I-1513
1106,1.0,2014-2015,19930528-0342,100.0,I-1513
1906,4.0,2015-2016,19670320-0110,280.0,I-1514
1906,4.0,2015-2016,19770905-0199,140.0,I-1514
1906,4.0,2015-2016,19930131-0334,100.0,I-1514
1906,4.0,2015-2016,19920803-0357,120.0,I-1514
1906,4.0,2015-2016,19930719-0259,120.0,I-1514
1845,4.0,2015-2016,19570412-0099,280.0,I-1515
1845,4.0,2015-2016,19750425-0232,100.0,I-1515
1845,4.0,2015-2016,19921024-0306,100.0,I-1515
1845,4.0,2015-2016,19920902-0296,100.0,I-1515
1845,4.0,2015-2016,19930124-0273,140.0,I-1515
1892,2.0,2015-2016,19670622-0114,260.0,I-1516
1892,2.0,2015-2016,19760411-0165,120.0,I-1516
1892,2.0,2015-2016,19910303-0245,100.0,I-1516
1892,2.0,2015-2016,19921020-0378,100.0,I-1516
1861,3.0,2015-2016,19660217-0133,240.0,I-1517
1861,3.0,2015-2016,19760910-0228,100.0,I-1517
1861,3.0,2015-2016,19911121-0366,100.0,I-1517
1861,3.0,2015-2016,19910412-0243,140.0,I-1517
1861,3.0,2015-2016,19910803-0281,100.0,I-1517
1581,2.0,2015-2016,19570303-0075,260.0,I-1518
1581,2.0,2015-2016,19770421-0177,140.0,I-1518
1581,2.0,2015-2016,19910620-0336,140.0,I-1518
1581,2.0,2015-2016,19930906-0361,140.0,I-1518
1581,2.0,2015-2016,19930628-0364,100.0,I-1518
1166,2.0,2015-2016,19640621-0023,280.0,I-1519
1166,2.0,2015-2016,19750319-0156,140.0,I-1519
1166,2.0,2015-2016,19911008-0241,120.0,I-1519
1166,2.0,2015-2016,19930906-0361,140.0,I-1519
1633,1.0,2015-2016,19681204-0018,280.0,I-1520
1633,1.0,2015-2016,19780326-0162,100.0,I-1520
1633,1.0,2015-2016,19930618-0289,100.0,I-1520
1633,1.0,2015-2016,19900508-0265,140.0,I-1520
1575,1.0,2015-2016,19550512-0123,240.0,I-1521
1575,1.0,2015-2016,19791228-0227,140.0,I-1521
1575,1.0,2015-2016,19920428-0326,100.0,I-1521
1490,2.0,2015-2016,19560728-0119,260.0,I-1522
1490,2.0,2015-2016,19781121-0159,120.0,I-1522
1490,2.0,2015-2016,19910909-0340,120.0,I-1522
1397,3.0,2015-2016,19660329-0093,240.0,I-1523
1397,3.0,2015-2016,19790106-0160,100.0,I-1523
1397,3.0,2015-2016,19920531-0346,140.0,I-1523
1341,4.0,2015-2016,19650728-0047,260.0,I-1524
1341,4.0,2015-2016,19790813-0198,120.0,I-1524
1341,4.0,2015-2016,19931108-0310,100.0,I-1524
1341,4.0,2015-2016,19900416-0384,120.0,I-1524
1341,4.0,2015-2016,19930926-0386,120.0,I-1524
1220,3.0,2015-2016,19580922-0131,280.0,I-1525
1220,3.0,2015-2016,19761126-0183,100.0,I-1525
1220,3.0,2015-2016,19900924-0280,120.0,I-1525
1102,4.0,2015-2016,19580320-0116,280.0,I-1526
1102,4.0,2015-2016,19771011-0195,140.0,I-1526
1102,4.0,2015-2016,19900815-0388,100.0,I-1526
1102,4.0,2015-2016,19920724-0267,100.0,I-1526
1048,2.0,2015-2016,19630523-0038,240.0,I-1527
1048,2.0,2015-2016,19770502-0170,100.0,I-1527
1048,2.0,2015-2016,19931222-0324,100.0,I-1527
1048,2.0,2015-2016,19900815-0388,120.0,I-1527
1048,2.0,2015-2016,19910803-0281,100.0,I-1527
1713,1.0,2016-2017,19610904-0043,240.0,I-1528
1713,1.0,2016-2017,19790711-0182,100.0,I-1528
1713,1.0,2016-2017,19910408-0250,140.0,I-1528
1713,1.0,2016-2017,19920418-0262,120.0,I-1528
1713,1.0,2016-2017,19931222-0324,100.0,I-1528
1663,1.0,2016-2017,19680307-0062,240.0,I-1529
1663,1.0,2016-2017,19760411-0165,100.0,I-1529
1663,1.0,2016-2017,19920316-0381,100.0,I-1529
1663,1.0,2016-2017,19911222-0246,120.0,I-1529
1663,1.0,2016-2017,19921130-0317,140.0,I-1529
1277,4.0,2016-2017,19630224-0041,240.0,I-1530
1277,4.0,2016-2017,19780814-0200,140.0,I-1530
1277,4.0,2016-2017,19910607-0284,140.0,I-1530
1142,4.0,2016-2017,19560728-0119,280.0,I-1531
1142,4.0,2016-2017,19780210-0175,120.0,I-1531
1142,4.0,2016-2017,19910528-0269,120.0,I-1531
1947,4.0,2016-2017,19600503-0067,260.0,I-1532
1947,4.0,2016-2017,19760411-0165,140.0,I-1532
1947,4.0,2016-2017,19910609-0354,140.0,I-1532
1947,4.0,2016-2017,19921121-0307,140.0,I-1532
1947,4.0,2016-2017,19910926-0315,120.0,I-1532
1838,4.0,2016-2017,19610623-0072,280.0,I-1533
1838,4.0,2016-2017,19780814-0200,140.0,I-1533
1838,4.0,2016-2017,19901221-0339,120.0,I-1533
1677,1.0,2016-2017,19680210-0129,240.0,I-1534
1677,1.0,2016-2017,19760323-0201,120.0,I-1534
1677,1.0,2016-2017,19920310-0256,100.0,I-1534
1640,2.0,2016-2017,19640308-0078,240.0,I-1535
1640,2.0,2016-2017,19770519-0215,100.0,I-1535
1640,2.0,2016-2017,19911030-0363,140.0,I-1535
1554,1.0,2016-2017,19580816-0057,240.0,I-1536
1554,1.0,2016-2017,19771011-0195,140.0,I-1536
1554,1.0,2016-2017,19920902-0296,120.0,I-1536
1554,1.0,2016-2017,19931020-0257,100.0,I-1536
1543,1.0,2016-2017,19680307-0062,260.0,I-1537
1543,1.0,2016-2017,19770222-0184,140.0,I-1537
1543,1.0,2016-2017,19930607-0308,100.0,I-1537
1543,1.0,2016-2017,19901226-0294,100.0,I-1537
1543,1.0,2016-2017,19900719-0272,100.0,I-1537
1235,1.0,2016-2017,19590905-0037,280.0,I-1538
1235,1.0,2016-2017,19760101-0164,100.0,I-1538
1235,1.0,2016-2017,19930618-0289,120.0,I-1538
1235,1.0,2016-2017,19900506-0329,120.0,I-1538
1235,1.0,2016-2017,19920127-0376,100.0,I-1538
1058,1.0,2016-2017,19630224-0041,260.0,I-1539
1058,1.0,2016-2017,19760411-0165,120.0,I-1539
1058,1.0,2016-2017,19900705-0286,120.0,I-1539
1058,1.0,2016-2017,19910413-0350,100.0,I-1539
1040,1.0,2016-2017,19560607-0120,280.0,I-1540
1040,1.0,2016-2017,19781125-0171,120.0,I-1540
1040,1.0,2016-2017,19900309-0255,100.0,I-1540
1040,1.0,2016-2017,19911026-0348,140.0,I-1540
1004,2.0,2016-2017,19690322-0050,240.0,I-1541
1004,2.0,2016-2017,19790813-0198,140.0,I-1541
1004,2.0,2016-2017,19911016-0297,120.0,I-1541
1804,4.0,2017-2018,19580607-0011,240.0,I-1542
1804,4.0,2017-2018,19790714-0158,100.0,I-1542
1804,4.0,2017-2018,19910620-0336,140.0,I-1542
1804,4.0,2017-2018,19930926-0386,120.0,I-1542
1859,4.0,2017-2018,19600315-0045,280.0,I-1543
1859,4.0,2017-2018,19781121-0159,120.0,I-1543
1859,4.0,2017-2018,19920902-0296,100.0,I-1543
1859,4.0,2017-2018,19911121-0366,100.0,I-1543
1859,4.0,2017-2018,19911030-0363,120.0,I-1543
1808,3.0,2017-2018,19581017-0092,260.0,I-1544
1808,3.0,2017-2018,19760323-0201,100.0,I-1544
1808,3.0,2017-2018,19920418-0262,140.0,I-1544
1700,2.0,2017-2018,19550609-0065,280.0,I-1545
1700,2.0,2017-2018,19780210-0175,120.0,I-1545
1700,2.0,2017-2018,19911021-0244,140.0,I-1545
1700,2.0,2017-2018,19921114-0377,140.0,I-1545
1700,2.0,2017-2018,19901226-0294,100.0,I-1545
1504,2.0,2017-2018,19580922-0131,240.0,I-1546
1504,2.0,2017-2018,19761126-0183,100.0,I-1546
1504,2.0,2017-2018,19911222-0246,100.0,I-1546
1504,2.0,2017-2018,19910406-0302,120.0,I-1546
1504,2.0,2017-2018,19930131-0334,120.0,I-1546
1365,3.0,2017-2018,19680210-0129,240.0,I-1547
1365,3.0,2017-2018,19790618-0163,100.0,I-1547
1365,3.0,2017-2018,19930409-0321,100.0,I-1547
1365,3.0,2017-2018,19911030-0363,140.0,I-1547
1365,3.0,2017-2018,19910528-0269,120.0,I-1547
1851,4.0,2017-2018,19560728-0119,260.0,I-1548
1851,4.0,2017-2018,19761126-0183,120.0,I-1548
1851,4.0,2017-2018,19900705-0286,120.0,I-1548
1851,4.0,2017-2018,19921225-0352,100.0,I-1548
1781,3.0,2017-2018,19590109-0003,280.0,I-1549
1781,3.0,2017-2018,19790727-0212,100.0,I-1549
1781,3.0,2017-2018,19910512-0312,140.0,I-1549
1781,3.0,2017-2018,19910103-0368,120.0,I-1549
1747,3.0,2017-2018,19670913-0054,240.0,I-1550
1747,3.0,2017-2018,19790227-0208,120.0,I-1550
1747,3.0,2017-2018,19910412-0243,100.0,I-1550
1747,3.0,2017-2018,19921230-0327,120.0,I-1550
1718,4.0,2017-2018,19670827-0016,280.0,I-1551
1718,4.0,2017-2018,19750319-0156,140.0,I-1551
1718,4.0,2017-2018,19911222-0246,100.0,I-1551
1717,4.0,2017-2018,19590905-0037,280.0,I-1552
1717,4.0,2017-2018,19750130-0240,140.0,I-1552
1717,4.0,2017-2018,19920715-0325,100.0,I-1552
1717,4.0,2017-2018,19911008-0241,140.0,I-1552
1617,4.0,2017-2018,19690906-0102,240.0,I-1553
1617,4.0,2017-2018,19770703-0166,100.0,I-1553
1617,4.0,2017-2018,19910909-0340,140.0,I-1553
1617,4.0,2017-2018,19900216-0277,100.0,I-1553
1617,4.0,2017-2018,19900216-0277,100.0,I-1553
1403,4.0,2017-2018,19600208-0140,260.0,I-1554
1403,4.0,2017-2018,19790618-0163,100.0,I-1554
1403,4.0,2017-2018,19930509-0345,140.0,I-1554
1375,3.0,2017-2018,19561109-0064,240.0,I-1555
1375,3.0,2017-2018,19780210-0154,140.0,I-1555
1375,3.0,2017-2018,19930719-0259,100.0,I-1555
1037,2.0,2017-2018,19561109-0064,240.0,I-1556
1037,2.0,2017-2018,19761124-0173,120.0,I-1556
1037,2.0,2017-2018,19910609-0354,140.0,I-1556
1383,3.0,2018-2019,19550928-0032,280.0,I-1557
1383,3.0,2018-2019,19760101-0164,120.0,I-1557
1383,3.0,2018-2019,19910412-0243,100.0,I-1557
1383,3.0,2018-2019,19900216-0277,140.0,I-1557
1383,3.0,2018-2019,19920724-0267,100.0,I-1557
1840,2.0,2018-2019,19560725-0061,280.0,I-1558
1840,2.0,2018-2019,19771104-0213,140.0,I-1558
1840,2.0,2018-2019,19920418-0262,100.0,I-1558
1840,2.0,2018-2019,19920909-0316,120.0,I-1558
1521,1.0,2018-2019,19560102-0063,260.0,I-1559
1521,1.0,2018-2019,19770222-0184,120.0,I-1559
1521,1.0,2018-2019,19900924-0280,120.0,I-1559
1521,1.0,2018-2019,19930719-0259,120.0,I-1559
1393,1.0,2018-2019,19591024-0134,280.0,I-1560
1393,1.0,2018-2019,19750330-0155,100.0,I-1560
1393,1.0,2018-2019,19910406-0302,120.0,I-1560
1393,1.0,2018-2019,19930528-0342,140.0,I-1560
1393,1.0,2018-2019,19911026-0348,120.0,I-1560
1164,2.0,2018-2019,19600315-0045,240.0,I-1561
1164,2.0,2018-2019,19771213-0157,120.0,I-1561
1164,2.0,2018-2019,19910721-0295,120.0,I-1561
1164,2.0,2018-2019,19910608-0275,120.0,I-1561
1988,2.0,2018-2019,19690906-0102,280.0,I-1562
1988,2.0,2018-2019,19791225-0178,100.0,I-1562
1988,2.0,2018-2019,19921024-0306,100.0,I-1562
1988,2.0,2018-2019,19900216-0277,100.0,I-1562
1988,2.0,2018-2019,19910303-0245,100.0,I-1562
1943,4.0,2018-2019,19640621-0023,240.0,I-1563
1943,4.0,2018-2019,19790106-0160,120.0,I-1563
1943,4.0,2018-2019,19900216-0277,140.0,I-1563
1943,4.0,2018-2019,19920127-0376,100.0,I-1563
1943,4.0,2018-2019,19910103-0368,140.0,I-1563
1849,4.0,2018-2019,19640919-0143,240.0,I-1564
1849,4.0,2018-2019,19770310-0188,100.0,I-1564
1849,4.0,2018-2019,19920527-0260,140.0,I-1564
1780,3.0,2018-2019,19600924-0083,280.0,I-1565
1780,3.0,2018-2019,19770905-0199,120.0,I-1565
1780,3.0,2018-2019,19930727-0258,120.0,I-1565
1686,1.0,2018-2019,19591120-0053,240.0,I-1566
1686,1.0,2018-2019,19791225-0178,140.0,I-1566
1686,1.0,2018-2019,19910111-0323,120.0,I-1566
1668,2.0,2018-2019,19660329-0093,280.0,I-1567
1668,2.0,2018-2019,19790711-0182,120.0,I-1567
1668,2.0,2018-2019,19920428-0326,140.0,I-1567
1668,2.0,2018-2019,19921121-0307,100.0,I-1567
1668,2.0,2018-2019,19920512-0320,120.0,I-1567
1649,4.0,2018-2019,19590905-0037,260.0,I-1568
1649,4.0,2018-2019,19750701-0238,120.0,I-1568
1649,4.0,2018-2019,19920403-0319,120.0,I-1568
1649,4.0,2018-2019,19920902-0296,140.0,I-1568
1626,4.0,2018-2019,19670827-0016,240.0,I-1569
1626,4.0,2018-2019,19790129-0233,100.0,I-1569
1626,4.0,2018-2019,19930628-0364,120.0,I-1569
1626,4.0,2018-2019,19931205-0373,100.0,I-1569
1572,3.0,2018-2019,19600422-0103,260.0,I-1570
1572,3.0,2018-2019,19751003-0193,140.0,I-1570
1572,3.0,2018-2019,19910412-0243,100.0,I-1570
1572,3.0,2018-2019,19910702-0389,140.0,I-1570
1572,3.0,2018-2019,19901026-0369,140.0,I-1570
1439,1.0,2018-2019,19600803-0124,240.0,I-1571
1439,1.0,2018-2019,19750309-0236,140.0,I-1571
1439,1.0,2018-2019,19901025-0328,120.0,I-1571
1439,1.0,2018-2019,19931216-0360,140.0,I-1571
1433,4.0,2018-2019,19670223-0014,260.0,I-1572
1433,4.0,2018-2019,19770310-0188,100.0,I-1572
1433,4.0,2018-2019,19901109-0288,100.0,I-1572
1408,1.0,2018-2019,19580131-0007,280.0,I-1573
1408,1.0,2018-2019,19770421-0176,100.0,I-1573
1408,1.0,2018-2019,19920921-0268,120.0,I-1573
1408,1.0,2018-2019,19901026-0369,140.0,I-1573
1395,4.0,2018-2019,19551112-0017,280.0,I-1574
1395,4.0,2018-2019,19790813-0198,140.0,I-1574
1395,4.0,2018-2019,19920418-0262,120.0,I-1574
1163,1.0,2018-2019,19631230-0070,260.0,I-1575
1163,1.0,2018-2019,19771213-0157,120.0,I-1575
1163,1.0,2018-2019,19930913-0358,120.0,I-1575
1147,1.0,2018-2019,19581118-0029,280.0,I-1576
1147,1.0,2018-2019,19760910-0228,100.0,I-1576
1147,1.0,2018-2019,19910607-0284,140.0,I-1576
1147,1.0,2018-2019,19901226-0294,100.0,I-1576
1139,1.0,2018-2019,19601225-0079,260.0,I-1577
1139,1.0,2018-2019,19760210-0205,140.0,I-1577
1139,1.0,2018-2019,19901226-0294,120.0,I-1577
1139,1.0,2018-2019,19910803-0281,140.0,I-1577
1139,1.0,2018-2019,19930607-0308,100.0,I-1577
1649,2.0,2019-2020,19550828-0055,260.0,I-1578
1649,2.0,2019-2020,19761215-0239,120.0,I-1578
1649,2.0,2019-2020,19920724-0267,100.0,I-1578
1649,2.0,2019-2020,19920803-0357,100.0,I-1578
1649,2.0,2019-2020,19931222-0324,120.0,I-1578
1711,1.0,2019-2020,19570412-0099,260.0,I-1579
1711,1.0,2019-2020,19760106-0153,100.0,I-1579
1711,1.0,2019-2020,19930509-0345,140.0,I-1579
1669,3.0,2019-2020,19610623-0072,240.0,I-1580
1669,3.0,2019-2020,19751003-0193,120.0,I-1580
1669,3.0,2019-2020,19910430-0390,100.0,I-1580
1669,3.0,2019-2020,19930719-0259,100.0,I-1580
1669,3.0,2019-2020,19931028-0303,120.0,I-1580
1288,2.0,2019-2020,19671219-0097,280.0,I-1581
1288,2.0,2019-2020,19781013-0186,100.0,I-1581
1288,2.0,2019-2020,19930505-0314,120.0,I-1581
1288,2.0,2019-2020,19920527-0260,100.0,I-1581
1996,4.0,2019-2020,19551006-0084,260.0,I-1582
1996,4.0,2019-2020,19781230-0194,120.0,I-1582
1996,4.0,2019-2020,19911021-0244,120.0,I-1582
1996,4.0,2019-2020,19930421-0304,120.0,I-1582
1978,4.0,2019-2020,19681204-0018,280.0,I-1583
1978,4.0,2019-2020,19791210-0189,140.0,I-1583
1978,4.0,2019-2020,19921231-0282,120.0,I-1583
1978,4.0,2019-2020,19920127-0376,140.0,I-1583
1978,4.0,2019-2020,19910904-0383,120.0,I-1583
1969,3.0,2019-2020,19620221-0139,260.0,I-1584
1969,3.0,2019-2020,19751128-0211,140.0,I-1584
1969,3.0,2019-2020,19920421-0387,120.0,I-1584
1969,3.0,2019-2020,19910702-0389,100.0,I-1584
1886,2.0,2019-2020,19680307-0062,240.0,I-1585
1886,2.0,2019-2020,19761126-0183,100.0,I-1585
1886,2.0,2019-2020,19911121-0366,140.0,I-1585
1811,2.0,2019-2020,19560102-0063,260.0,I-1586
1811,2.0,2019-2020,19750220-0169,120.0,I-1586
1811,2.0,2019-2020,19920403-0319,140.0,I-1586
1683,3.0,2019-2020,19600610-0049,260.0,I-1587
1683,3.0,2019-2020,19750702-0234,140.0,I-1587
1683,3.0,2019-2020,19910413-0350,100.0,I-1587
1683,3.0,2019-2020,19920531-0346,120.0,I-1587
1683,3.0,2019-2020,19911222-0246,120.0,I-1587
1388,2.0,2019-2020,19690322-0050,240.0,I-1588
1388,2.0,2019-2020,19750811-0207,140.0,I-1588
1388,2.0,2019-2020,19931212-0293,100.0,I-1588
